SK_ID_CURR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_WORK_PHONE,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,EXT_SOURCE_2,EXT_SOURCE_3,FLOORSMAX_AVG,YEARS_BEGINEXPLUATATION_MODE,TOTALAREA_MODE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_YEAR,Bureau_CB_DAYS_CREDIT__abs_min,Bureau_CB_DAYS_CREDIT_ENDDATE__max,Bureau_CB_DAYS_ENDDATE_FACT__min,Bureau_CB_AMT_CREDIT_MAX_OVERDUE__mean,Bureau_CB_AMT_CREDIT_MAX_OVERDUE__max,Bureau_CB_AMT_CREDIT_SUM__mean,Bureau_CB_AMT_CREDIT_SUM__sum,Bureau_CB_AMT_CREDIT_SUM_DEBT__sum,Bureau_CB_AMT_CREDIT_SUM_LIMIT__sum,Bureau_CB_STATUS__size__sum,Bureau_CB_CR_TY_Car loan__sum,Bureau_CB_CR_TY_Microloan__sum,Bureau_CB_CR_TY_Mortgage__sum,Bureau_CB_CR_ACT_Active__sum,Bureau_CB_CR_ACT_Closed__sum,PA_PrLCash_CNT_INSTALMENT_FUTURE__max__max,PA_PrLCash_CNT_INSTALMENT__max__max,PA_PrLI_DELAY_DAYS_INSTALMENT__max__max,PA_PrLI_AMT_INSTALMENT__max__max,PA_PrLI_NUM_INSTALMENT_NUMBER__max__max,PA_PrLI_NUM_INSTALMENT_VERSION__max__max,PA_PrLCash_N_CONTR_ST_Active__sum__sum,PA_PrLI_AMT_INSTALMENT__sum__sum,PA_PrLI_AMT_PAYMENT__sum__sum,PA_PrLCash_SK_DPD_DEF__mean__mean,PA_PrLI_DELAY_DAYS_INSTALMENT__mean__mean,PA_PrLI_AMT_INSTALMENT__mean__mean,PA_PrLCash_MONTHS_BALANCE__abs_min__abs_min,PA_PrLI_DELAY_DAYS_INSTALMENT__amp__amp,PA_PrLI_AMT_INSTALMENT__amp__amp,PA_DAYS_LAST_DUE_1ST_VERSION__min,PA_DAYS_LAST_DUE_1ST_VERSION__max,PA_DAYS_FIRST_DUE__min,PA_DAYS_FIRST_DUE__max,PA_CNT_PAYMENT__sum,PA_CNT_PAYMENT__mean,PA_CNT_PAYMENT__max,PA_AMT_CREDIT__sum,PA_AMT_CREDIT__amp,PA_AMT_CREDIT__mean,PA_AMT_CREDIT__max,PA_AMT_ANNUITY__amp,PA_AMT_ANNUITY__mean,PA_AMT_ANNUITY__max,PA_AMT_PER_MONTH__mean,PA_AMT_PER_MONTH__amp,PA_AMT_PER_MONTH__max,PA_DAYS_TERMINATION__max,PA_DAYS_TOT_DURATION__amp,PA_DAYS_TOT_DURATION__mean,PA_DAYS_TOT_DURATION__max,PA_DAYS_PROLONG_PCT__mean,PA_DAYS_PROLONG_PCT__max,PA_AMT_DIFF_PCT__mean,PA_AMT_DIFF_PCT__max,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,Gender_,Name_contract_type,flag_own_car,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_FAMILY_STATUS_Married,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Laborers,ORGANIZATION_TYPE_Self-employed,target_predit1,target_reel,probabilite_default,type_de_client,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,id
100014,112500.0,652500.0,21177.0,652500.0,0.0228,-10197,-679,-4427.0,-738,0,2,15,0.6518623334244781,0.363945238612397,0.2262819070368362,0.9770653729428284,0.10254666268544,0.0,-844.0,1,0.0,2308.0,723.0,-1992.0,3726.3525,12752.28,341241.553125,2729932.425,758214.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,12.0,5.0,14045.625,12.0,1.0,15.0,224697.915,166880.745,0.0,-7.897058823529412,12805.361470588236,3.0,24.0,20.204999999999927,-483.0,86.0,-813.0,-64.0,18.0,9.0,12.0,205668.0,58068.0,102834.0,131868.0,2478.15,12806.55,14045.625,6.416614252526865,12.819944875833032,12.82658669044338,365243.0,364969.0,182822.5,365307.0,-121720.21212121211,-2.4242424242424243,5.280135823429542,10.560271646859084,0.0665882122192801,0.1724137931034483,37500.0,0.18824,0.0324551724137931,0,1,0,1,1,1,0,0,0,0,0,0.3872966406257296,client peu risqué,Cash loans,F,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,Core staff,SATURDAY,Medicine,,,,,100014
100015,38419.155,148365.0,10678.5,135000.0,0.015221,-20417,365243,-5246.0,-2512,0,2,7,0.5551831615131809,0.6528965519806539,0.2262819070368362,0.9770653729428284,0.10254666268544,0.0,-2396.0,0,2.0,1409.0,-16.0,-907.0,5242.425045552677,9396.225567400488,102373.875,409495.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10.0,21.0,7666.92,10.0,1.0,10.0,76586.805,76586.805,1.181818181818182,-12.9,7658.680499999999,79.0,0.0,0.0,-2090.0,-2090.0,-2360.0,-2360.0,10.0,10.0,10.0,67077.0,0.0,67077.0,67077.0,0.0,7666.92,7666.92,7.990113162596784,0.0,7.990113162596784,-2084.0,0.0,276.0,276.0,-2.2222222222222223,-2.2222222222222223,-2.57516339869281,-2.57516339869281,-17.889160993289906,0.2589502578101304,19209.5775,0.2779472895746926,0.0719745222929936,0,1,0,0,0,1,0,0,0,0,0,0.2765809216654759,client peu risqué,Cash loans,F,N,Y,Children,Pensioner,Secondary / secondary special,Married,House / apartment,,FRIDAY,XNA,,,,,100015
100016,67500.0,80865.0,5881.5,67500.0,0.031329,-13439,-2717,-311.0,-3227,1,2,10,0.7150418188660659,0.1766525794312139,0.1667,0.9811,0.0612,0.0,-2370.0,1,0.0,1634.0,845.0,-1369.0,0.0,0.0,67854.85714285714,474984.0,63724.5,0.0,0.0,0.0,0.0,0.0,4.0,3.0,24.0,24.0,26.0,102028.14,24.0,2.0,53.0,750817.08,577051.56,0.0,-1.396072796934866,10218.726422413793,35.0,35.0,87478.82999999999,-2009.0,-327.0,-2339.0,-1017.0,60.0,20.0,24.0,382482.0,180418.5,127494.0,232200.0,8437.544999999998,9215.805,14480.46,8.487588232356469,11.01597949971153,15.675508424516892,-530.0,363.0,504.6666666666667,695.0,9.363197189284143,29.420289855072465,-3.365170327921044,9.904489016236868,0.2021727807128506,0.8347245409015025,33750.0,0.0871333333333333,0.0727323316638842,0,1,0,1,0,1,0,1,0,0,0,0.3860185380516969,client peu risqué,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,Laborers,FRIDAY,Business Entity Type 2,reg oper account,block of flats,,No,100016
100017,225000.0,918468.0,28966.5,697500.0,0.016612,-14086,-3028,-643.0,-4911,0,2,13,0.5669066132460429,0.7700870700124128,0.3333,0.9806,0.1417,0.0,-4.0,1,1.0,2881.0,197.0,-2575.0,0.0,0.0,143295.0,859770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,24.0,-3.0,16967.295,20.0,1.0,30.0,405267.615,405267.615,0.0,-10.0,14371.62075,20.0,9.0,75.73499999999694,-2128.0,109.0,-2398.0,-581.0,34.0,17.0,24.0,351130.5,45688.5,175565.25,198409.5,5183.774999999998,14375.4075,16967.295,9.104865530783364,18.174068819314748,18.19189994044073,365243.0,365548.0,183050.0,365824.0,-26460.09661835749,-2.2222222222222223,-0.884377931821596,1.596847781003733,0.2149652136873491,0.2449731509426566,75000.0,0.12874,0.0315378434523576,1,1,1,1,0,1,1,0,1,0,0,0.15629740378891,client peu risqué,Cash loans,M,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,Drivers,THURSDAY,Self-employed,reg oper account,block of flats,Panel,No,100017
100018,189000.0,773680.5,32778.0,679500.0,0.010006,-14583,-203,-615.0,-2056,0,1,9,0.6426562048311103,0.5108529061800121,0.6667,0.9985,0.3811,0.0,-188.0,1,1.899974435321363,1762.3748818745232,4433.041953437809,-1467.338777104903,5242.425045552677,9396.225567400488,378080.2007892988,1955806.586054564,640650.2566342063,23563.474713451127,55.79549965653476,0.0,0.0341757403478676,0.0,2.0566888432621986,3.4829766481587607,12.0,12.0,0.0,94906.035,12.0,2.0,23.0,1178751.4200000002,1178751.4200000002,0.0,-8.512698412698413,44931.61428571429,6.0,2.0,90796.77,-1283.0,121.0,-1613.0,-149.0,28.0,9.333333333333334,12.0,1087762.365,499558.635,362587.455,536364.0,90725.67,49281.975000000006,94906.035,51.05969100740433,103.11882248253735,103.12213410237923,365243.0,365221.0,121967.0,365392.0,-45082.26487093154,-2.4242424242424243,-3.3335694404000176,0.0,0.0139203181787012,0.2442868858656771,94500.0,0.1734285714285714,0.0423663256344188,0,1,0,1,0,1,0,1,0,0,0,0.1711528210553619,client peu risqué,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,Laborers,MONDAY,Transport: type 2,reg oper account,block of flats,Panel,No,100018
100019,157500.0,299772.0,20160.0,247500.0,0.020713,-8728,-1157,-3494.0,-1368,0,3,6,0.34663398139668,0.6785676886853644,0.2262819070368362,0.9770653729428284,0.10254666268544,0.0,-925.0,0,1.0,495.0,10463.0,-1467.338777104903,0.0,0.0,360000.0,720000.0,245470.14,270000.0,34.0,0.0,0.0,0.0,2.0,0.0,12.0,12.0,-2.0,33850.665,7.0,4.0,7.0,120723.75,165093.03,0.0,-30.5,15090.46875,31.0,0.0,0.0,-564.0,-564.0,-894.0,-894.0,12.0,12.0,12.0,104683.5,0.0,104683.5,104683.5,0.0,10518.615,10518.615,18.20978473581213,0.0,18.20978473581213,-705.0,0.0,189.0,189.0,42.72727272727273,42.72727272727273,24.42103011178264,24.42103011178264,0.1325618698441796,0.5253993034706377,157500.0,0.128,0.0672511108442416,1,1,1,1,0,0,0,1,0,0,0,0.4529162718019776,client peu risqué,Cash loans,M,Y,Y,Family,Working,Secondary / secondary special,Single / not married,Rented apartment,Laborers,SATURDAY,Business Entity Type 2,,,,,100019
100020,108000.0,509602.5,26149.5,387000.0,0.018634,-12931,-1317,-6392.0,-3866,0,2,12,0.2363778398884225,0.0621030378372968,0.2262819070368362,0.9770653729428284,0.10254666268544,0.0,-3.0,1,0.0,492.0,277.0,-311.0,0.0,0.0,49871.25,199485.0,123088.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,8.0,0.0,8779.77,7.0,1.0,13.0,92780.46,92780.46,0.0,-8.5,7254.266250000001,8.0,1.0,3.015000000001237,-291.0,-1.0,-441.0,-211.0,14.0,7.0,8.0,83412.0,13239.0,41706.0,48325.5,3050.505,7254.5175,8779.77,5.061398473367553,10.116484093313751,10.11964052002443,365243.0,365297.0,182805.5,365454.0,-86965.19047619047,-4.666666666666667,6.600634371395617,7.916955017301038,0.1018482715953909,0.2119298865292065,54000.0,0.242125,0.0513135237758841,1,1,0,1,0,1,1,0,0,1,0,0.914277802132301,client à risque,Cash loans,M,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,Drivers,THURSDAY,Government,,,,,100020
100021,81000.0,270000.0,13500.0,270000.0,0.010966,-9776,-191,-4143.0,-2427,0,2,10,0.6835133461914255,0.5108529061800121,0.2262819070368362,0.9770653729428284,0.10254666268544,0.0,-2811.0,0,1.899974435321363,1762.3748818745232,4433.041953437809,-1467.338777104903,5242.425045552677,9396.225567400488,378080.2007892988,1955806.586054564,640650.2566342063,23563.474713451127,55.79549965653476,0.0,0.0341757403478676,0.0,2.0566888432621986,3.4829766481587607,12.0,12.0,15.0,52236.18,8.0,2.0,24.0,208357.515,208357.515,0.0,-11.78125,9280.588124999998,9.0,44.0,41987.565,-2622.0,100.0,-2772.0,-230.0,36.0,9.0,12.0,219217.5,85194.0,54804.375,98694.0,7539.165,6343.74,10248.615,8.970023540003307,20.02206801077085,20.02922374429224,365243.0,365406.0,91472.5,365473.0,-27642.12121212121,55.333333333333336,-6.118327679268992,10.557258114954031,0.0195376432078559,0.3,27000.0,0.1666666666666666,0.05,0,0,0,1,0,1,0,1,0,0,0,0.2202874713564247,client peu risqué,Revolving loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,Laborers,MONDAY,Construction,,,,,100021
100022,112500.0,157500.0,7875.0,157500.0,0.04622,-17718,-7804,-8751.0,-1259,0,1,13,0.7064284028871654,0.5567274263630174,0.0833,0.9881,0.0238,0.0,-239.0,1,0.0,385.0,1439.0,-1467.338777104903,0.0,0.0,528750.0,1057500.0,205276.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,18.0,-22.0,6765.975,7.0,1.0,7.0,47361.825,47361.825,0.0,-23.428571428571427,6765.975,8.0,0.0,0.0,301.0,301.0,-209.0,-209.0,18.0,18.0,18.0,103203.0,0.0,103203.0,103203.0,0.0,6765.975,6765.975,0.0092843255542882,0.0,0.0092843255542882,365243.0,0.0,365452.0,365452.0,-71557.25490196078,-71557.25490196078,15.839983836751188,15.839983836751188,0.440456033412349,0.7142857142857143,112500.0,0.07,0.05,0,0,0,1,0,0,0,1,0,0,0,0.2159426876717344,client peu risqué,Revolving loans,F,N,Y,Other_A,Working,Secondary / secondary special,Widow,House / apartment,Laborers,FRIDAY,Housing,reg oper account,block of flats,"Stone, brick",No,100022
100023,90000.0,544491.0,17563.5,454500.0,0.015221,-11348,-2038,-1021.0,-3964,1,2,12,0.5866171400119664,0.4776491548517548,0.2262819070368362,0.9770653729428284,0.10254666268544,0.0,-1850.0,1,2.0,2624.0,1669.0,-2335.0,2720.85,5980.05,126591.71884615385,1645692.345,137038.5,0.0,0.0,0.0,0.0,0.0,4.0,9.0,24.0,24.0,0.0,231819.525,14.0,2.0,26.0,493547.085,493547.085,0.0,-14.61309523809524,30064.665535714284,9.0,24.0,200227.185,-2123.0,365243.0,-2393.0,365243.0,50.0,12.5,24.0,454068.0,194242.5,113517.0,239242.5,14572.44,8895.8925,16822.44,inf,inf,inf,365243.0,397.0,177.5,397.0,39.31508319914117,85.79710144927536,8.09512953359524,32.9125,0.1795911173775114,0.1652919882973272,45000.0,0.19515,0.0322567315162234,0,1,0,0,1,0,0,0,0,0,0,0.3332286357287736,client peu risqué,Cash loans,F,N,Y,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,Core staff,MONDAY,Kindergarten,,,,,100023
100024,135000.0,427500.0,21375.0,427500.0,0.015221,-18252,-4286,-298.0,-1800,0,2,13,0.113374512719927,0.5108529061800121,0.1667,0.9782,0.053,0.0,-296.0,0,1.899974435321363,1762.3748818745232,4433.041953437809,-1467.338777104903,5242.425045552677,9396.225567400488,378080.2007892988,1955806.586054564,640650.2566342063,23563.474713451127,55.79549965653476,0.0,0.0341757403478676,0.0,2.0566888432621986,3.4829766481587607,20.439607647594173,20.493787986038225,11.257302150660742,131227.18849467245,16.430951340174712,2.113729245158649,26.23624793892284,601703.0453568073,609388.8212177287,0.0585078496159776,-12.58640979255095,23844.26892052324,21.31961020169796,28.39051544388819,97400.55161814892,962.0319137880866,50880.33330908537,-890.721906998656,29217.842464424768,40.76897230189411,13.974479779251752,20.51630848955952,537200.0709874948,231923.13135771223,176269.00168920684,317563.7012241237,12296.11928201759,13846.7035652577,20853.43316404761,inf,inf,inf,163745.13730237907,128300.75381039476,68877.70237079935,150633.89530767206,,inf,1.2130862287886408,8.331545471197765,0.2348235809774271,0.3157894736842105,67500.0,0.1583333333333333,0.05,1,0,1,1,0,1,0,1,1,1,0,0.5877160238669427,client à risque,Revolving loans,M,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,Laborers,FRIDAY,Self-employed,reg oper account,block of flats,"Stone, brick",No,100024
100025,202500.0,1132573.5,37561.5,927000.0,0.025164,-14815,-1652,-2299.0,-2299,0,2,9,0.2337669575081463,0.5424451438613613,0.2262819070368362,0.9770653729428284,0.10254666268544,0.0,0.0,1,4.0,700.0,1124.0,-1467.338777104903,5242.425045552677,9396.225567400488,2452500.0,2452500.0,1886544.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,18.0,14.0,376810.425,18.0,2.0,37.0,1672990.4700000002,1442496.33,0.0,-12.239583333333334,43017.80354567308,29.0,16.0,336984.885,-1879.0,176.0,-2029.0,365243.0,66.0,13.2,18.0,1183479.255,442869.255,236695.851,479679.255,32639.445,22461.732,39798.99,inf,inf,inf,365243.0,521.0,204.4,521.0,44.95686274509804,100.0,4.570356508068584,26.97,0.1115086061424232,0.1787963430187974,67500.0,0.1854888888888889,0.0331647350039533,0,1,1,0,0,1,0,0,0,1,0,0.5283177811951703,client à risque,Cash loans,F,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,MONDAY,Trade: type 7,,,,,100025
100026,450000.0,497520.0,32521.5,450000.0,0.020713,-11146,-4306,-114.0,-2518,0,2,6,0.457142971588935,0.3589512285783967,0.1667,0.9786,0.0696,0.0,-468.0,1,5.0,1644.0,1581.0,-916.0,0.0,0.0,1875000.0,5625000.0,3477814.38,0.0,0.0,0.0,1.0,0.0,2.0,1.0,36.0,36.0,-2.0,770004.315,6.0,2.0,9.0,954356.76,954356.76,0.0,-9.416666666666668,214993.59,15.0,10.0,727148.1599999999,-1246.0,612.0,-1396.0,-438.0,42.0,21.0,36.0,876843.0,612153.0,438421.5,744498.0,19170.36,33193.665,42778.845,214.84742869975287,372.8181450707388,401.2565012351224,-377.0,92.0,107.0,153.0,46.095238095238095,94.1904761904762,5.148,10.296,0.3863269334290328,0.9044862518089724,150000.0,0.07227,0.0653672214182344,0,1,0,1,0,1,0,0,1,1,0,0.7420691430785292,client à risque,Cash loans,F,N,N,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,Sales staff,THURSDAY,Self-employed,reg oper account,block of flats,Panel,No,100026
100027,83250.0,239850.0,23850.0,225000.0,0.006296,-24827,365243,-9012.0,-3684,0,3,12,0.6243047373592765,0.6690566947824041,0.375,0.9876,0.1639999999999999,0.0,-795.0,0,3.0,1983.0,944.0,-1675.0,2565.0,5130.0,208432.5,625297.5,376713.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,12.0,-4.0,28077.57,12.0,1.0,22.0,539424.36,539424.36,0.0,-9.425,24814.425000000003,15.0,12.0,151.02000000000044,-494.0,-111.0,-764.0,-441.0,22.0,11.0,12.0,455332.5,23602.5,227666.25,239467.5,6508.349999999999,24823.395,28077.57,24.76092683373804,7.528176112154671,28.525014889815367,-103.0,62.0,307.0,338.0,-2.3232323232323235,-2.2222222222222223,6.049747229436371,6.6,-14.711523744310629,0.3470919324577861,41625.0,0.2864864864864865,0.099437148217636,0,1,0,0,0,1,0,0,0,0,0,0.0688974095708826,client peu risqué,Cash loans,F,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,,FRIDAY,XNA,org spec account,block of flats,Mixed,No,100027
100029,135000.0,247500.0,12703.5,247500.0,0.026392,-11286,-746,-108.0,-3729,0,2,14,0.7861793090532118,0.5656079814115492,0.1667,0.9861,0.0967,0.0,-4.0,1,0.0,2806.0,1563.0,-2064.0,5242.425045552677,9396.225567400488,1857008.25,7428033.0,3682287.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,6.0,-15.0,66993.345,4.0,2.0,5.0,135668.385,135668.385,0.0,-19.75,33917.09625,11.0,0.0,0.0,-143.0,-143.0,-293.0,-293.0,6.0,6.0,6.0,126000.0,0.0,126000.0,126000.0,0.0,22891.68,22891.68,43.15068493150685,0.0,43.15068493150685,-197.0,0.0,96.0,96.0,36.0,36.0,0.0,0.0,0.0660995924153819,0.5454545454545454,33750.0,0.0941,0.0513272727272727,1,1,1,1,0,1,1,0,0,0,0,0.1428129861952152,client peu risqué,Cash loans,M,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,Drivers,THURSDAY,Business Entity Type 3,reg oper account,block of flats,Panel,No,100029
100030,90000.0,225000.0,11074.5,225000.0,0.028663,-19334,-3494,-2419.0,-2893,0,2,8,0.6514056365297631,0.4614823912998385,0.1667,0.9782,0.0533,0.0,0.0,1,0.0,1547.0,1409.0,-1173.0,0.0,0.0,107238.495,643430.97,451642.5,25656.03,0.0,0.0,0.0,0.0,2.0,4.0,6.0,6.0,0.0,17846.145,5.0,2.0,12.0,70923.87,70923.87,0.0,-13.1,13866.381,12.0,29.0,8810.460000000001,-2728.0,-197.0,-2818.0,-347.0,10.0,5.0,6.0,65083.5,34384.5,32541.75,49734.0,4662.629999999999,6704.37,9035.685,7.942414238824522,10.487597505559089,13.186212991604066,-223.0,63.0,155.5,187.0,-45.22222222222222,17.333333333333332,-2.3614021718422555,5.277195656315489,0.1807179062790938,0.4,45000.0,0.12305,0.04922,0,1,0,1,0,1,0,0,0,0,0,0.2476568491347117,client peu risqué,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,SATURDAY,Business Entity Type 3,reg oper account,block of flats,"Stone, brick",No,100030
100031,112500.0,979992.0,27076.5,702000.0,0.018029,-18724,-2628,-6573.0,-1827,0,2,9,0.5484771599678789,0.190705947811054,0.0417,0.9732,0.0085,0.0,-161.0,1,2.0,1365.0,1021.0,-991.0,5242.425045552677,9396.225567400488,567235.9285714285,3970651.5,1125000.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,20.439607647594173,20.493787986038225,11.257302150660742,131227.18849467245,16.430951340174712,2.113729245158649,26.23624793892284,601703.0453568073,609388.8212177287,0.0585078496159776,-12.58640979255095,23844.26892052324,21.31961020169796,28.39051544388819,97400.55161814892,962.0319137880866,50880.33330908537,-890.721906998656,29217.842464424768,40.76897230189411,13.974479779251752,20.51630848955952,537200.0709874948,231923.13135771223,176269.00168920684,317563.7012241237,12296.11928201759,13846.7035652577,20853.43316404761,inf,inf,inf,163745.13730237907,128300.75381039476,68877.70237079935,150633.89530767206,,inf,1.2130862287886408,8.331545471197765,0.1403546250801111,0.1147968554845345,112500.0,0.24068,0.0276293071780177,0,1,0,1,0,0,0,0,0,1,1,0.7374040911799229,client à risque,Cash loans,F,N,Y,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,Cooking staff,MONDAY,Business Entity Type 3,,block of flats,Wooden,Yes,100031
100032,112500.0,327024.0,23827.5,270000.0,0.019101,-15948,-1234,-5782.0,-3153,0,2,10,0.5411237022695412,0.6594055320683344,0.2262819070368362,0.9770653729428284,0.10254666268544,0.0,-2.0,1,0.0,1389.0,-191.0,-662.0,0.0,0.0,317790.0,1271160.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,3.0,6.0,6.0,9.0,7912.305,6.0,1.0,6.0,55375.33500000001,47463.03,0.0,-45.85714285714285,7910.762142857144,49.0,0.0,0.0,-1316.0,-1316.0,-1466.0,-1466.0,6.0,6.0,6.0,42255.0,0.0,42255.0,42255.0,0.0,7910.145,7910.145,8.368707707542498,0.0,8.368707707542498,-1300.0,0.0,166.0,166.0,-10.666666666666666,-10.666666666666666,-38.98635477582846,-38.98635477582846,0.0773764735390017,0.3440114487010127,37500.0,0.2118,0.0728616248348745,1,1,0,1,0,1,0,1,0,0,0,0.4286428497609462,client peu risqué,Cash loans,M,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,Laborers,SATURDAY,Industry: type 11,,,,,100032
100033,270000.0,790830.0,57676.5,675000.0,0.04622,-9994,-1796,-4668.0,-2661,0,1,11,0.6850109901296888,0.524496446363472,0.2262819070368362,0.9770653729428284,0.10254666268544,0.0,-849.0,0,1.0,195.0,913.0,-1467.338777104903,5242.425045552677,9396.225567400488,675000.0,675000.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,129.0,5542.92,112.0,13.0,12.0,108212.085,69411.645,0.2307692307692307,17.0,3490.712419354839,28.0,0.0,0.0,-488.0,-488.0,-818.0,-818.0,12.0,12.0,12.0,53329.5,0.0,53329.5,53329.5,0.0,5542.92,5542.92,5.281019970292127,0.0,5.281019970292127,-486.0,0.0,332.0,332.0,-0.6060606060606061,-0.6060606060606061,-0.5037360423138275,-0.5037360423138275,0.1797078246948169,0.3414134516899966,270000.0,0.2136166666666666,0.0729316035051781,1,1,1,0,1,0,0,0,0,1,0,0.6101789894290418,client à risque,Cash loans,M,Y,Y,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,,WEDNESDAY,Military,,,,,100033
100034,90000.0,180000.0,9000.0,180000.0,0.030755,-10341,-1010,-4799.0,-3015,0,2,16,0.5027790378786304,0.5108529061800121,0.3333,0.9831,0.1227,0.0,-599.0,0,1.899974435321363,1762.3748818745232,4433.041953437809,-1467.338777104903,5242.425045552677,9396.225567400488,378080.2007892988,1955806.586054564,640650.2566342063,23563.474713451127,55.79549965653476,0.0,0.0341757403478676,0.0,2.0566888432621986,3.4829766481587607,6.0,6.0,-2.0,61969.77,5.0,4.0,9.0,252855.765,311355.765,0.0,-21.70833333333333,26313.52875,10.0,19.0,18508.05,-419.0,-107.0,-569.0,-257.0,12.0,6.0,6.0,225054.0,5112.0,112527.0,115083.0,1149.2999999999993,21855.78,22430.43,34.472432027313985,11.556214348170052,40.250539201399015,-163.0,32.0,110.0,126.0,26.666666666666668,37.333333333333336,5.562520510241888,16.37142857142857,0.0976694710376172,0.5,90000.0,0.1,0.05,1,0,0,1,1,0,0,1,0,0,0,0.3599141779732076,client peu risqué,Revolving loans,M,N,Y,Unaccompanied,Working,Higher education,Single / not married,With parents,Laborers,TUESDAY,Business Entity Type 3,reg oper account,block of flats,Panel,No,100034
100035,292500.0,665892.0,24592.5,477000.0,0.025164,-15280,-2668,-5266.0,-3787,0,2,13,0.479987342189869,0.4101025731788671,0.0417,0.9697,0.0117,0.0,-1634.0,1,5.0,2723.0,9980.0,-2531.0,13760.06625,22518.0,393898.38,3545085.42,2054371.5,0.0,0.0,0.0,0.0,0.0,5.0,4.0,24.0,24.0,9.0,536809.95,18.0,2.0,66.0,2104904.385,1979849.025,0.0,-7.009034715284716,43985.19849331918,24.0,33.0,499514.445,-1892.0,-3.0,-2042.0,-693.0,118.0,14.75,24.0,1624342.5,556438.5,203042.8125,582768.0,31866.300000000003,16788.74625,37279.665,55.60099113996785,143.21262642746996,148.5232239566741,-618.0,483.0,222.125,519.0,34.667934674967924,89.1304347826087,7.885613403184731,32.91,0.1746073298429319,0.4392604206087473,146250.0,0.084076923076923,0.0369316645942585,0,1,0,0,0,0,0,0,0,1,0,0.5482305448107829,client à risque,Cash loans,F,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,,WEDNESDAY,Business Entity Type 3,,block of flats,Others,No,100035
